execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir
10,xwiki,XWIKI-12482,7.2-milestone-3,becnhmark/applications/XWIKI-bins/XWIKI-7.2-milestone-3,xwiki,becnhmark/crashes/XWIKI/XWIKI-12482/XWIKI-12482.log,yes,7.2-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-12482
1,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
2,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
3,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
4,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
5,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
6,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
7,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
8,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
9,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
10,xwiki,XWIKI-13096,7.3,becnhmark/applications/XWIKI-bins/XWIKI-7.3,xwiki,becnhmark/crashes/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13096
1,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
2,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
3,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
4,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
5,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
6,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
7,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
8,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
9,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
10,xwiki,XWIKI-14475,9.5,becnhmark/applications/XWIKI-bins/XWIKI-9.5,xwiki,becnhmark/crashes/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14475
1,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
2,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
3,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
4,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
5,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
6,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
7,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
8,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
9,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
10,xwiki,XWIKI-13303,8.0,becnhmark/applications/XWIKI-bins/XWIKI-8.0,xwiki,becnhmark/crashes/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13303
1,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
2,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
3,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
4,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
5,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
6,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
7,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
8,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
9,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
10,xwiki,XWIKI-14612,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14612
1,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
2,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
3,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
4,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
5,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
6,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
7,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
8,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
9,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
10,xwiki,XWIKI-14554,9.6-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14554
1,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
2,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
3,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
4,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
5,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
6,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
7,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
8,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
9,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
10,xwiki,XWIKI-13708,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13708
1,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
2,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
3,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
4,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
5,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
6,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
7,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
8,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
9,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
10,xwiki,XWIKI-13616,8.2,becnhmark/applications/XWIKI-bins/XWIKI-8.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13616
1,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
2,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
3,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
4,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
5,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
6,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
7,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
8,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
9,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
10,xwiki,XWIKI-13617,8.2.1,becnhmark/applications/XWIKI-bins/XWIKI-8.2.1,xwiki,becnhmark/crashes/XWIKI/XWIKI-13617/XWIKI-13617.log,yes,8.3-milestone-1,3,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-13617
1,xwiki,XWIKI-14319,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14319
2,xwiki,XWIKI-14319,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14319
3,xwiki,XWIKI-14319,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14319
4,xwiki,XWIKI-14319,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14319
5,xwiki,XWIKI-14319,9.4-rc-1,becnhmark/applications/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,becnhmark/crashes/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,0.3,0.3,0.3,0.5,3,JarFiles/GGA-tests/XWIKI-14319
